Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Rarely,Research & Development,13,2,Medical,250,Female,57,Manufacturing Director,1,Divorced,4450,1,No,11,3,5,3,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,252,Female,72,Research Scientist,2,Married,2756,1,No,13,3,8,5,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,253,Female,46,Manager,3,Married,19033,1,No,14,3,21,2,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,4,Medical,254,Male,61,Research Director,2,Single,18722,8,No,11,3,36,3,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,256,Male,45,Manufacturing Director,3,Married,9547,1,No,17,3,10,2,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,258,Female,98,Healthcare Representative,2,Single,13734,3,No,18,3,21,6,3,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,259,Male,65,Manager,3,Married,19999,0,No,14,3,34,5,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,260,Female,99,Research Scientist,2,Single,2279,1,No,16,3,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,261,Male,50,Manufacturing Director,3,Married,5916,3,Yes,13,3,8,1,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,262,Male,37,Research Scientist,4,Divorced,2089,4,No,14,3,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,264,Male,65,Manager,4,Married,16792,9,No,23,4,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,267,Male,65,Research Scientist,1,Married,3564,1,Yes,12,3,8,3,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,269,Female,37,Laboratory Technician,2,Single,4425,5,No,11,3,10,5,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,270,Female,36,Manufacturing Director,3,Divorced,5265,2,No,16,3,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,271,Male,88,Manufacturing Director,3,Married,6553,9,No,14,3,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,273,Male,54,Manufacturing Director,4,Married,6261,3,No,18,3,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,274,Male,60,Manufacturing Director,1,Married,4298,5,No,19,3,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,275,Male,92,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,277,Male,43,Research Scientist,3,Divorced,3815,1,Yes,17,3,5,4,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,281,Male,99,Laboratory Technician,4,Married,2741,8,Yes,15,3,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,282,Male,70,Healthcare Representative,1,Married,6673,7,Yes,19,3,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,283,Female,35,Sales Executive,4,Married,7639,1,No,22,4,10,3,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,284,Male,60,Research Scientist,2,Divorced,2328,1,Yes,16,3,4,2,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,286,Female,73,Laboratory Technician,4,Single,2153,1,No,13,3,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,287,Male,63,Healthcare Representative,4,Married,4876,9,No,14,3,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,288,Male,97,Healthcare Representative,1,Divorced,9396,7,No,16,3,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,291,Male,32,Sales Executive,4,Married,10400,1,No,11,3,14,2,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,292,Male,88,Manufacturing Director,3,Single,8474,1,No,22,4,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,293,Female,90,Sales Executive,3,Single,9981,1,No,14,3,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,296,Male,81,Research Director,2,Married,12490,5,No,16,3,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,297,Female,88,Research Scientist,1,Single,2657,5,Yes,11,3,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,298,Female,75,Manager,4,Single,13591,3,Yes,18,3,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,299,Female,52,Sales Executive,1,Single,6696,5,No,15,3,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,300,Male,85,Research Scientist,3,Single,2058,0,No,14,3,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,302,Female,57,Sales Executive,4,Single,8865,6,No,12,3,23,2,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,303,Female,52,Sales Executive,1,Married,5940,2,No,14,3,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,304,Male,62,Laboratory Technician,2,Single,5914,8,No,16,3,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,305,Female,47,Research Scientist,2,Married,2622,6,No,21,4,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,306,Male,47,Research Director,4,Divorced,12185,1,Yes,14,3,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,307,Male,76,Sales Executive,3,Divorced,10609,0,No,12,3,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,308,Male,90,Manufacturing Director,3,Married,4345,0,No,12,3,6,2,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,309,Male,70,Research Scientist,4,Married,2177,3,No,17,3,7,6,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,311,Male,41,Sales Representative,4,Divorced,2793,4,No,17,3,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,312,Female,42,Sales Executive,4,Married,7918,1,No,14,3,11,5,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,314,Female,92,Sales Executive,3,Single,8789,1,No,14,3,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,315,Male,86,Research Scientist,4,Single,2389,1,Yes,13,3,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,316,Female,89,Laboratory Technician,4,Single,3212,7,No,15,3,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,319,Male,58,Manager,4,Married,19232,1,No,11,3,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,321,Male,52,Human Resources,3,Married,2267,8,No,17,3,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,323,Female,68,Manager,4,Divorced,19517,3,No,11,3,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,325,Male,58,Laboratory Technician,4,Married,2436,5,Yes,13,3,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,327,Female,80,Manager,4,Married,16064,5,Yes,22,4,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,328,Female,39,Laboratory Technician,1,Married,2707,7,No,20,4,13,3,4,9,7,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,329,Male,79,Manager,3,Single,19068,1,Yes,18,3,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,330,Female,56,Sales Representative,2,Married,3931,2,No,11,3,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,331,Male,62,Laboratory Technician,3,Single,3730,0,Yes,14,3,4,2,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,332,Female,96,Laboratory Technician,3,Divorced,2232,7,No,14,3,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,333,Male,100,Sales Executive,4,Married,4465,0,No,18,3,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,334,Male,36,Research Scientist,1,Divorced,3072,2,No,16,3,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,335,Male,62,Research Scientist,4,Divorced,3319,1,No,17,3,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,336,Male,70,Manager,4,Married,19202,0,No,11,3,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,337,Male,73,Research Director,3,Divorced,13675,9,No,12,3,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,338,Female,63,Research Scientist,4,Married,2911,1,No,13,3,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,339,Male,84,Manufacturing Director,1,Married,5957,6,No,13,3,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,340,Female,83,Research Scientist,1,Married,3920,2,No,14,3,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,341,Male,77,Manufacturing Director,3,Married,6434,4,No,17,3,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,342,Male,61,Manufacturing Director,3,Divorced,10048,6,No,11,3,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,343,Female,64,Healthcare Representative,3,Single,10938,0,No,25,4,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,346,Male,60,Research Scientist,4,Single,2340,1,No,19,3,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,347,Female,82,Research Scientist,1,Single,6545,3,Yes,13,3,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,349,Male,45,Sales Executive,4,Divorced,6931,2,No,14,3,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,350,Female,62,Manufacturing Director,3,Married,4898,0,No,12,3,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,351,Female,56,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,352,Male,49,Research Director,3,Divorced,19436,0,No,19,3,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,353,Male,96,Research Scientist,4,Married,2723,1,No,11,3,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,355,Male,71,Laboratory Technician,2,Single,3479,0,No,11,3,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,359,Male,100,Laboratory Technician,2,Married,2794,1,No,20,4,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,361,Male,39,Sales Executive,4,Married,5249,3,No,18,3,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,362,Male,84,Laboratory Technician,1,Single,2176,4,No,13,3,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,363,Female,75,Manager,2,Married,16872,3,Yes,12,3,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,364,Male,79,Laboratory Technician,3,Single,3485,2,No,11,3,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,366,Male,78,Sales Executive,2,Married,6644,2,No,19,3,10,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,367,Male,64,Healthcare Representative,4,Married,5582,0,No,21,4,10,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,369,Male,85,Healthcare Representative,1,Divorced,4000,1,No,12,3,6,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,372,Male,79,Healthcare Representative,4,Married,13496,0,Yes,14,3,21,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,373,Male,47,Laboratory Technician,4,Married,3210,0,No,11,3,16,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,374,Male,81,Manager,1,Single,19045,0,Yes,14,3,37,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,376,Male,88,Manager,2,Married,11849,1,Yes,12,3,10,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,377,Male,94,Research Scientist,4,Married,2070,1,No,23,4,5,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,378,Male,98,Sales Executive,4,Married,6502,4,No,14,3,7,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,379,Male,100,Research Scientist,3,Single,3230,1,No,17,3,3,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,380,Female,80,Research Director,4,Divorced,13603,2,Yes,18,3,15,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,381,Female,71,Manager,2,Divorced,11996,7,No,18,3,10,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,382,Female,44,Sales Executive,1,Divorced,5605,1,Yes,24,4,8,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,384,Female,84,Manufacturing Director,2,Divorced,6397,1,No,20,4,6,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,385,Male,96,Research Director,2,Divorced,19144,3,No,14,3,28,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,386,Male,45,Research Director,3,Married,17584,3,Yes,16,3,21,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,387,Male,99,Sales Executive,3,Married,4907,1,No,25,4,20,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,388,Male,44,Sales Executive,4,Single,4554,1,No,18,3,10,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,389,Male,37,Laboratory Technician,4,Married,5415,3,Yes,19,3,12,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,390,Male,60,Healthcare Representative,1,Married,4741,1,Yes,13,3,5,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,391,Female,42,Research Scientist,4,Single,2115,1,No,12,3,17,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,392,Male,43,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,19,0,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,393,Male,82,Healthcare Representative,4,Divorced,5745,9,No,14,3,10,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,394,Male,45,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,5,2,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,395,Female,66,Research Scientist,4,Single,3310,1,No,21,4,5,3,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,396,Female,35,Research Director,1,Single,18665,9,Yes,11,3,22,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,397,Male,30,Research Scientist,2,Single,4485,4,No,12,3,10,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,399,Female,84,Sales Representative,2,Divorced,2789,1,No,11,3,2,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,401,Male,48,Sales Executive,4,Single,5828,1,Yes,12,3,8,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,403,Male,53,Research Scientist,4,Married,2326,1,Yes,12,3,4,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,404,Female,77,Sales Executive,2,Married,13525,5,No,14,3,23,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,405,Male,54,Laboratory Technician,3,Single,1420,1,No,13,3,0,2,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,406,Male,96,Sales Executive,2,Married,8020,0,No,15,3,12,3,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,407,Male,81,Laboratory Technician,4,Married,3688,4,No,18,3,4,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,408,Male,84,Manufacturing Director,2,Divorced,5482,5,No,18,3,13,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,410,Male,88,Manager,2,Single,16015,1,No,19,3,22,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,411,Female,69,Sales Representative,3,Single,1200,1,No,12,3,0,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,412,Male,68,Healthcare Representative,1,Single,5661,0,No,19,3,9,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,416,Male,100,Sales Executive,4,Married,6929,4,No,11,3,10,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,417,Male,48,Healthcare Representative,4,Divorced,9613,0,No,17,3,19,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,419,Female,47,Laboratory Technician,2,Married,5674,7,No,15,3,11,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,420,Male,91,Sales Executive,3,Married,5484,1,No,14,3,13,3,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,421,Female,81,Research Director,2,Married,12061,3,No,17,3,19,2,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,4,Life Sciences,422,Male,32,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,12,2,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,423,Male,86,Research Scientist,4,Married,4821,0,Yes,12,3,6,4,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,424,Male,62,Human Resources,1,Married,6410,3,No,12,3,9,1,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,425,Male,97,Laboratory Technician,1,Divorced,5210,1,No,18,3,24,2,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,426,Male,32,Research Scientist,4,Divorced,2695,0,Yes,18,3,3,2,1,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,428,Female,74,Manager,2,Married,11878,6,No,11,3,12,2,3,10,6,8,8
39,No,Travel_Rarely,Research & Development,10,1,Medical,429,Male,99,Manager,1,Married,17068,1,Yes,14,3,21,3,3,21,9,11,10
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,430,Female,33,Laboratory Technician,4,Single,2455,0,No,19,3,9,5,3,8,7,1,7
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,431,Female,90,Healthcare Representative,3,Single,13964,7,Yes,12,3,25,2,3,7,1,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,433,Male,85,Research Scientist,2,Married,4941,2,No,15,3,11,3,2,8,2,7,7
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,434,Female,85,Research Scientist,2,Single,2478,1,Yes,12,3,4,2,2,4,3,1,2
32,No,Travel_Rarely,Sales,8,2,Technical Degree,436,Female,65,Sales Executive,2,Married,5228,1,Yes,11,3,13,2,3,13,12,11,9
27,No,Travel_Rarely,Sales,2,3,Life Sciences,437,Male,74,Sales Executive,3,Single,4478,1,Yes,11,3,5,3,3,5,4,0,4
31,No,Travel_Rarely,Sales,7,3,Marketing,438,Male,73,Sales Executive,4,Divorced,7547,4,No,12,3,13,3,3,7,7,1,7
32,No,Travel_Rarely,Research & Development,2,4,Medical,439,Female,74,Research Scientist,4,Single,5055,7,No,16,3,10,0,2,7,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,440,Male,84,Research Scientist,4,Married,3464,5,Yes,13,3,5,4,2,3,2,2,2
30,No,Travel_Rarely,Research & Development,28,2,Medical,441,Female,64,Research Scientist,4,Married,5775,1,No,13,3,11,2,3,10,8,1,9
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,442,Female,48,Manufacturing Director,3,Married,8943,1,No,24,4,10,2,3,10,9,8,9
39,No,Travel_Frequently,Research & Development,7,2,Medical,444,Male,54,Manager,4,Married,19272,1,No,15,3,21,2,3,21,9,13,3
39,Yes,Travel_Rarely,Sales,3,2,Medical,445,Female,41,Sales Executive,3,Married,5238,4,Yes,18,3,12,3,2,1,0,0,0
33,No,Travel_Frequently,Sales,10,3,Marketing,446,Male,46,Sales Executive,4,Single,4682,3,No,14,3,9,6,2,7,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,447,Male,42,Research Director,3,Married,18300,4,No,11,3,21,2,3,3,2,1,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,448,Female,82,Laboratory Technician,3,Divorced,5257,1,No,11,3,9,3,4,9,7,0,0
27,No,Non-Travel,Sales,1,1,Marketing,449,Male,73,Sales Executive,2,Married,6349,0,Yes,13,3,6,0,3,5,4,1,4
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,450,Female,31,Research Scientist,3,Single,4869,3,No,12,3,20,4,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,451,Female,43,Healthcare Representative,1,Married,9985,8,No,16,3,10,1,2,1,0,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,452,Male,75,Research Scientist,4,Married,3697,9,No,14,3,12,3,3,10,9,9,8
40,No,Travel_Rarely,Sales,1,2,Medical,453,Male,57,Sales Executive,4,Married,7457,2,Yes,22,4,6,2,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,454,Male,77,Laboratory Technician,1,Married,2119,1,Yes,11,3,7,4,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,455,Male,30,Laboratory Technician,4,Single,3983,0,No,17,3,4,2,3,3,2,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,456,Female,30,Sales Executive,3,Divorced,6118,1,No,13,3,10,2,3,10,9,1,2
27,No,Travel_Rarely,Sales,8,4,Marketing,458,Female,56,Sales Executive,2,Married,6214,1,No,18,3,8,3,3,8,7,0,7
37,No,Travel_Rarely,Research & Development,5,2,Medical,460,Male,61,Manufacturing Director,4,Divorced,6347,7,No,16,3,8,2,2,6,2,0,4
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,461,Male,92,Research Director,4,Divorced,11510,0,Yes,14,3,12,3,3,11,10,2,9
31,No,Travel_Rarely,Research & Development,7,4,Medical,462,Female,39,Manufacturing Director,4,Single,7143,1,Yes,14,3,11,2,2,11,9,4,10
29,No,Travel_Rarely,Sales,10,1,Marketing,463,Female,39,Sales Executive,2,Divorced,8268,1,Yes,14,3,7,2,3,7,7,1,7
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,464,Male,62,Manufacturing Director,2,Single,8095,0,No,13,3,17,5,3,16,6,0,13
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,465,Male,83,Research Scientist,4,Divorced,2904,1,No,12,3,4,2,2,4,2,0,2
41,No,Travel_Rarely,Research & Development,6,3,Medical,466,Male,95,Manufacturing Director,2,Single,6032,6,Yes,15,3,8,3,3,5,4,1,2
47,No,Travel_Frequently,Sales,4,1,Medical,467,Male,99,Sales Representative,3,Single,2976,3,No,19,3,5,3,3,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,468,Female,44,Research Director,4,Single,15992,2,No,14,3,16,2,3,1,0,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,469,Male,61,Sales Executive,3,Married,4649,1,No,14,3,4,3,2,4,3,0,2
